Date,Open,High,Low,Close,Adj Close,Volume
2011-07-15,12.898929,13.035714,12.827500,13.032857,11.226028,484467200
2011-07-18,13.051071,13.380357,13.045714,13.350000,11.499201,572653200
2011-07-19,13.500000,13.523214,13.332857,13.458929,11.593031,819145600
2011-07-20,14.147143,14.152500,13.785714,13.817857,11.902196,941340400
2011-07-21,13.819643,13.930714,13.710714,13.831786,11.914196,526534400
2011-07-22,13.868571,14.108929,13.848214,14.046429,12.099082,516728800
2011-07-25,13.941071,14.285714,13.915000,14.232143,12.259048,589806000
2011-07-26,14.285714,14.446429,14.274286,14.407500,12.410095,476582400
2011-07-27,14.306786,14.380000,14.005357,14.021071,12.077242,659324400
2011-07-28,13.986429,14.178214,13.861786,13.993571,12.053550,594034000
2011-07-29,13.844286,14.112500,13.714286,13.945714,12.012326,632584400
2011-08-01,14.206429,14.267857,14.013214,14.169643,12.205212,612836000
2011-08-02,14.201786,14.210714,13.869643,13.889643,11.964031,639539600
2011-08-03,13.963571,14.055357,13.651429,14.020357,12.076623,732508000
2011-08-04,13.907500,13.975714,13.476786,13.477500,11.609024,871407600
2011-08-05,13.587143,13.696429,12.948929,13.343571,11.493663,1204590800
2011-08-08,12.917500,13.134643,12.607857,12.614643,10.865795,1143833600
2011-08-09,12.903571,13.378929,12.678571,13.357500,11.505663,1082583600
2011-08-10,13.255357,13.380357,12.946429,12.988929,11.188191,878656800
2011-08-11,13.232857,13.408929,13.025714,13.346429,11.496124,741969200
2011-08-12,13.502500,13.558571,13.365357,13.463929,11.597337,528976000
2011-08-15,13.558214,13.748929,13.503214,13.693214,11.794834,460544000
2011-08-16,13.625714,13.691786,13.430714,13.588571,11.704698,498750000
2011-08-17,13.653929,13.732857,13.500000,13.587143,11.703469,442061200
2011-08-18,13.244286,13.308929,12.906071,13.073214,11.260789,851435200
2011-08-19,12.934643,13.107143,12.714286,12.715357,10.952542,775888400
2011-08-22,13.018214,13.031429,12.681786,12.730000,10.965158,535315200
2011-08-23,12.867857,13.344286,12.750000,13.342857,11.493049,656835200
2011-08-24,13.338214,13.534286,13.235714,13.435000,11.572418,626267600
2011-08-25,13.038571,13.408929,13.035714,13.347143,11.496740,871346000
2011-08-26,13.256071,13.707143,13.242857,13.699286,11.800060,641477200
2011-08-29,13.863571,13.982143,13.857143,13.927500,11.996639,405269200
2011-08-30,13.866071,13.994286,13.793214,13.928214,11.997255,417922400
2011-08-31,13.948929,14.002857,13.637857,13.743929,11.838518,522586400
2011-09-01,13.779286,13.833571,13.597143,13.608214,11.721617,343725200
2011-09-02,13.383571,13.500000,13.279643,13.358929,11.506895,438939200
2011-09-06,13.120357,13.583214,13.088571,13.562143,11.681937,509698000
2011-09-07,13.770000,13.771429,13.642857,13.711786,11.810833,350576800
2011-09-08,13.657143,13.878929,13.653929,13.719286,11.817292,416158400
2011-09-09,13.711786,13.785714,13.393571,13.481429,11.612409,564813200
2011-09-12,13.321429,13.602857,13.282143,13.569286,11.688087,467832400
2011-09-13,13.647857,13.793214,13.580357,13.736429,11.832057,440560400
2011-09-14,13.822143,14.007500,13.777143,13.903571,11.976027,534724400
2011-09-15,13.979643,14.059286,13.925000,14.034286,12.088619,417818800
2011-09-16,14.126429,14.303571,14.108214,14.303571,12.320573,698513200
2011-09-19,14.178571,14.758214,14.114286,14.701071,12.662964,823860800
2011-09-20,14.830357,15.102143,14.685357,14.766071,12.718955,775754000
2011-09-21,14.987143,15.056786,14.714286,14.719286,12.678658,605976000
2011-09-22,14.322500,14.636429,14.167857,14.350714,12.361182,968480800
2011-09-23,14.295714,14.526429,14.280357,14.439286,12.437475,546277200
2011-09-26,14.280714,14.427857,13.975000,14.398929,12.402711,812876400
2011-09-27,14.597500,14.616071,14.216429,14.259286,12.282425,632497600
2011-09-28,14.292500,14.419286,14.161071,14.178929,12.213211,429637600
2011-09-29,14.354286,14.364643,13.793214,13.948929,12.015098,651086800
2011-09-30,13.825714,13.888929,13.613571,13.618571,11.730541,547640800
2011-10-03,13.584643,13.665714,13.327500,13.378571,11.523815,669099200
2011-10-04,13.377500,13.635714,12.651429,13.303571,11.459211,1233677200
2011-10-05,13.137857,13.565000,12.867857,13.508929,11.636098,786469600
2011-10-06,13.333214,13.742143,13.278571,13.477500,11.609024,812582400
2011-10-07,13.420714,13.490714,13.160357,13.207143,11.376152,535458000
2011-10-10,13.538929,13.886071,13.507500,13.886071,11.960955,442514800
2011-10-11,14.020357,14.399286,13.982143,14.296071,12.314115,605687600
2011-10-12,14.547857,14.616071,14.290714,14.363929,12.372562,622286000
2011-10-13,14.463571,14.586786,14.387500,14.586786,12.564525,426185200
2011-10-14,14.886786,15.071429,14.831071,15.071429,12.981977,573367200
2011-10-17,15.062143,15.239286,14.855000,14.999643,12.920141,686044800
2011-10-18,15.062857,15.171786,14.856786,15.080000,12.989361,881602400
2011-10-19,14.333929,14.586429,14.207143,14.236429,12.262739,1104059600
2011-10-20,14.285714,14.298214,14.078929,14.118214,12.160911,549270400
2011-10-21,14.217857,14.255000,13.955357,14.031071,12.085852,621244400
2011-10-24,14.149286,14.517857,14.121429,14.491786,12.482696,502138000
2011-10-25,14.465357,14.519643,14.192143,14.206071,12.236590,430427200
2011-10-26,14.348571,14.376786,14.041071,14.307143,12.323650,456304800
2011-10-27,14.555714,14.607143,14.353214,14.453214,12.449469,494664800
2011-10-28,14.392857,14.512500,14.375357,14.462500,12.457469,322842800
2011-10-31,14.372143,14.618929,14.323214,14.456429,12.452241,385501200
2011-11-01,14.193214,14.267857,14.043571,14.161071,12.197826,531790000
2011-11-02,14.288929,14.301429,14.111071,14.193214,12.225516,327350800
2011-11-03,14.252500,14.407143,14.120000,14.395357,12.399633,441386400
2011-11-04,14.358214,14.408571,14.255714,14.294286,12.312578,302229200
2011-11-07,14.282500,14.285714,14.147500,14.276071,12.296884,270275600
2011-11-08,14.364643,14.571429,14.341429,14.508214,12.496847,400442000
2011-11-09,14.177500,14.317500,14.079643,14.117143,12.159989,558684000
2011-11-10,14.179643,14.186071,13.648214,13.757857,11.850516,744752400
2011-11-11,13.807500,13.882143,13.580714,13.736429,11.832057,653786000
2011-11-14,13.697143,13.758929,13.507143,13.545000,11.667166,432905200
2011-11-15,13.600000,13.910714,13.551786,13.886786,11.961568,430810800
2011-11-16,13.901786,13.969286,13.725714,13.741786,11.836673,349210400
2011-11-17,13.713571,13.735000,13.410714,13.478929,11.610253,479900400
2011-11-18,13.532857,13.571071,13.388571,13.390714,11.534269,371938000
2011-11-21,13.228571,13.274286,13.068214,13.178929,11.351848,447980400
2011-11-22,13.250714,13.497500,13.247857,13.446786,11.582571,409021200
2011-11-23,13.375357,13.422857,13.102857,13.106786,11.289704,428271200
2011-11-25,13.157857,13.255357,12.975714,12.984643,11.184498,254760800
2011-11-28,13.298214,13.454286,13.226071,13.432857,11.570572,346413200
2011-11-29,13.422857,13.529643,13.221429,13.328571,11.480746,375855200
2011-11-30,13.617500,13.652857,13.510714,13.650000,11.757608,405938400
2011-12-01,13.662143,13.892857,13.598214,13.854643,11.933886,387181200
2011-12-02,13.922500,14.058214,13.877857,13.917857,11.988333,379055600
2011-12-05,14.053214,14.157500,13.942500,14.036071,12.090158,357210000
2011-12-06,14.018214,14.093929,13.906429,13.962500,12.026789,283598000
2011-12-07,13.926071,13.962143,13.812857,13.896071,11.969569,304746400
2011-12-08,13.980357,14.125000,13.936786,13.952143,12.017867,376356400
2011-12-09,14.030357,14.072857,13.965357,14.057857,12.108925,296993200
2011-12-12,13.988571,14.067857,13.908929,13.994286,12.054166,301067200
2011-12-13,14.035714,14.121429,13.825000,13.886071,11.960955,338928800
2011-12-14,13.810714,13.835000,13.488571,13.578214,11.695778,406887600
2011-12-15,13.690357,13.705000,13.511071,13.533571,11.657325,256200000
2011-12-16,13.584286,13.719643,13.556071,13.607857,11.721310,421478400
2011-12-19,13.659643,13.744643,13.588571,13.650357,11.757918,235530400
2011-12-20,13.848571,14.146429,13.830714,14.141071,12.180599,337215200
2011-12-21,14.167500,14.189286,14.000357,14.158929,12.195984,262948000
2011-12-22,14.178571,14.254643,14.146429,14.233929,12.260582,202358800
2011-12-23,14.274643,14.413929,14.267500,14.404643,12.407633,269399200
2011-12-27,14.396429,14.610357,14.393571,14.518929,12.506072,265076000
2011-12-28,14.531786,14.580357,14.333571,14.380000,12.386407,228662000
2011-12-29,14.407143,14.487500,14.303929,14.468571,12.462699,215978000
2011-12-30,14.411071,14.510000,14.410357,14.464286,12.459009,179662000
